cliente_unico,num_periodo,vinculado,ant_cap,ant_dig,antg_capta_12m,antg_capta_3m,avg_mto_conveniencia,avg_mto_internet,avg_num_canal_cajero_6,avg_num_guardadito_6,avg_num_semanas_act,avg_sld_guardadito_6,cod_antiguedad,cod_nivel_cuenta,dias_ult_disp,disp_mensual,flg_compra_ta_12m,flg_dep_interes_12m,flg_dep_interes_3m,huella_digital,ind_cuenta_capta,ind_sin_cuenta,min_sld_tot_prod_cap_6m,monto_compra_dolares,monto_eeuu_u12meses,monto_pago,monto_u12meses,monto_venta_pesos,mto_dep_interes_12m,mto_dep_nomina_n3,mto_dep_nomina_n6,nom_giro_empresa,nu_fam2,num_conveniencia,num_dep_nomina_n3,num_no_monetarias,num_prom_dif_ses,num_tienda_desc,prom_txn_capta12m,prom_txn_capta3m,prom_txn_dep_interes_12m,prom_txn_dep_spei_3m,sld_fin_mes_n3,sld_fin_mes_n6,sld_prom_mensual,sld_prom_mensual_n3,sld_prom_mensual_n6,sld_prom_mes,sld_tot_prod_cap_3,sld_vista,std_num_ret_cliente_6m,txn_compra,txn_dispo_atm_12m,txn_dispo_atm_3m,txn_dispo_atm_6m,n_txn_mpg_6m,monto_u6meses,flg_ret_spei_12m,prom_txn_dispo_atm_12m,cod_tipo_cliente_geo,prom_txn_dep_spei_12m,mto_dispo_atm_3m,cod_etapa_comercial,prom_txn_compra_12m,cod_periodicidad,avg_num_canal_sucursal_6,ind_dig_mad_uu3,mto_ret_spei_3m,cod_tipo_dispersion_detalle,num_atm2,meses_sintxn_pago,sum_num_dep_interes_6,huella_captacion,segmento_mn,saldo_max_3,txn_total_capta_12m,mto_dep_spei_3m,cod_cat_cliente,flg_dispo_atm_12m,flg_ret_iva_12m,flg_dep_efectivo_12m,prom_txn_dispo_atm_6m,sld_tot_prod_cap_3m,monto_promedio,fcusuariocreacion,fdfechacreacion,num_periodo_mes
1-1-4598-29588,202511,6,5170,0,0,0,,,0.0,0.0,,0.0,,,,,0,0,0,0,,,,,14741.16,0.0,14741.16,,0.0,0.0,0.0,,1.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0,0,0,0,9735.16,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,1.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-8757-484776,202510,7,1955,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-9-9832-3386,202511,2,1806,1806,59,59,0.0,461.655,0.0,0.0,2.0,0.0,,,,,1,1,1,1,,,9.5667,,,,,,0.13,0.0,0.0,,2.0,0.0,0.0,0.0,19447.558,0.0,3476.109,294.287143,0.13,1960.0,280.15,1248.52,,208.74436667,273.0461,,198.167,0.0,1.9663841605003503,,0,0,0,2,,1,0.0,NULL,4025.0,0.0,3,701.555,,0.0,0,0.0,,0.0,,2.0,1,6,934.04,20,1960.0,Recurrente,0,0,0,0.0,217.98370000000003,99.0835,ubdf_app_baz,1767398792,202511
1-1-3476-70881,202511,2,2478,2478,81,81,,,1.0,2.0,6.0,246.17025,,,,,0,0,0,1,,,1.0,,,,,,0.0,0.0,0.0,,2.0,,0.0,,8663.71,,769.102564,722.5,0.0,8200.0,303.0,306.0,,103.78853333,123.085125,,265.051,377.667,1.1690451944500122,,0,0,0,0,,0,0.0,NULL,29995.0,0.0,3,0.0,,0.0,0,0.0,,,,,1,6,2200.0,39,8200.0,Leal,0,0,0,0.0,291.5561,132.5255,ubdf_app_baz,1767398792,202511
1-1-8757-1437752,202510,7,1944,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-5678-122603,202511,2,1225,1040,40,40,0.0,46.933333,1.0,1.0,,459.71443333,,,,,1,1,1,1,,,49.0543,,48219.6,0.0,48219.6,,0.08,0.0,0.0,,4.0,0.0,0.0,,1827.86,0.0,219.254295,281.154103,0.08,2206.0,90.95,1354.77,,256.3158,394.04094286,49.0543,,,11.39590569751552,,1,1,1,3,19284.8,1,300.0,NULL,8539.81,300.0,,95.35,,0.0,0,5679.0,,,2.0,,1,9,2114.84,149,2206.0,Leal,1,0,1,300.0,,,ubdf_app_baz,1767398792,202511
1-9-1538-31848,202510,6,81,81,2,2,,,0.0,0.0,,0.0,,,,,0,0,0,0,,,,,6485.85,0.0,6485.85,,0.0,0.0,0.0,,1.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0,0,0,0,3423.35,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,1.0,,0,9,0.0,1,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-2215-68668,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-4792-92695,202511,2,2494,2494,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1767398792,202511
1-1-3269-118955,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-8757-1784195,202510,7,1941,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-39-4946-9030,202511,2,1612,1612,0,0,,,,,0.0,,,,,,0,0,0,0,,,,,,,,,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1767398792,202511
1-1-2107-61234,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-2-8345-19897,202510,2,4255,2439,85,85,0.0,0.0,1.6666666666666667,1.0,,638.95723333,,,,,1,1,1,1,,,221.9845,,0.0,0.0,0.0,,0.09,0.0,18000.0,,3.0,0.0,0.0,,4337.163,0.0,689.375804,1089.531563,0.09,5168.0,197.28,5836.32,,238.50371667,273.83881429,221.9845,,,2.250925735484551,,9,9,9,9,0.0,1,2633.3333333,NULL,16708.5,23700.0,,0.0,,0.0,0,7350.0,,,,,1,9,4804.92,112,10336.0,Leal,1,0,1,2633.3333333,,,ubdf_app_baz,1764082518,202510
1-1-7582-50927,202511,1,809,809,26,26,0.0,0.0,6.833333333333333,0.0,12.0,0.0,7. 5 o mas anios,,31.0,19680.01,1,1,1,1,,,2310.3421,0.0,,,,201849.0,0.35,47370.66,122321.47,SERVICIOS,5.0,0.0,19.0,73.0,902.583,0.0,1757.21068,1780.776165,0.35,105137.14,6070.55,21539.27,,1501.76921667,1684.37896667,,2929.765,0.0,6.080021929785013,0.0,68,25,44,56,,1,1989.7058824,NULL,386067.46,72350.0,3,635.1917021,04 SEMANAL,0.0,0,68540.0,08 PORTABILIDAD CUENTA NOMINA,51.0,,12.0,1,6,9283.8,397,105137.14,Leal,1,1,1,2381.8181818,3222.7415,1464.8825,ubdf_app_baz,1767398792,202511
1-1-8757-737886,202511,2,1980,1225,0,0,,,0.0,0.0,0.0,0.0,,N2,,,0,0,0,0,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1767398792,202511
1-1-5461-38291,202510,2,5067,1217,0,0,,,0.0,1.0,0.0,0.05,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.15,0.3,,0.05,0.0375,,0.05,0.05,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.05500000000000001,0.025,ubdf_app_baz,1764082518,202510
1-1-165-46599,202511,2,4058,1484,48,48,126.447674,0.0,0.5,1.0,,3474.4018,,,,,1,1,1,1,,,822.1593,,1500.0,0.0,1500.0,,0.35,0.0,0.0,,2.0,38.0,0.0,,1184.556,0.0,1031.466757,1059.051,0.35,29981.0,18172.12,25712.76,,2307.61253333,3474.4018,822.1593,,,14.770466027403018,,0,0,0,94,0.0,1,0.0,NULL,108574.0,0.0,,435.0719149,,0.0,0,6652.0,,,9.0,,1,9,10987.77,185,29981.0,Leal,0,0,1,0.0,,,ubdf_app_baz,1767398792,202511
1-1-6093-39033,202511,2,5606,2004,130,130,0.0,0.0,0.16666666666666666,1.0,,8859.00535,,N4,,,1,1,1,1,1.0,0.0,1292.115,,0.0,0.0,0.0,,1.0,0.0,0.0,,3.0,0.0,0.0,,744.177,0.0,570.316531,664.157417,1.0,58655.0,58150.72,89269.98,9730.68519167,9999.65386667,8859.00535,1292.115,,,6.131883886702357,,10,2,2,2,0.0,1,4200.0,NULL,183444.58,6000.0,,20000.0,,0.0,0,10000.0,,,,,1,9,46650.28,640,58655.0,Leal,1,0,1,3000.0,,,ubdf_app_baz,1767398792,202511
1-1-7604-43867044,202511,7,1706,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-33-9546-929659,202511,2,1573,1573,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,3.0,6.0,,1.0,1.0,,1.0,1.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,1.1,0.5,ubdf_app_baz,1767398792,202511
1-1-3515-61431,202510,1,5056,2641,126,126,,,5.5,1.0,12.0,1564.1205,,,31.0,17564.4,1,1,1,1,,,537.415,,1924.0,0.0,1924.0,,0.37,55334.61,106693.8,SERVICIOS,4.0,,18.0,0.0,2007.241,,291.250611,667.023191,0.37,1000.05,32193.99,74154.96,,701.23708333,911.58238333,812.3639,2604.781,812.224,1.1690451944500122,,0,0,0,0,1924.0,1,0.0,NULL,25173.46,0.0,3,0.0,03 QUINCENAL,0.0,0,3200.0,03 DIRECTA OTRAS CUENTAS,0.0,4.0,6.0,1,6,7326.28,131,1000.05,Leal,0,0,1,0.0,2865.2591,1302.3905,ubdf_app_baz,1764082518,202510
1-1-9603-159230,202510,6,1089,0,0,0,,,0.0,0.0,,0.0,,,,,0,0,0,0,,,,,118781.0,0.0,118781.0,,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,0,0,0,0,65805.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,3.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-3793-137002,202510,2,3912,2696,118,118,,,0.0,3.0,0.0,112538.11858333,,,,,0,1,1,0,,,76254.0523,,,,,,10.49,0.0,0.0,,1.0,,0.0,,0.0,,0.953636,0.97,10.49,0.0,675241.5,1350465.78,,37513.18702222,37512.70619444,,109512.277,76254.052,0.0,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,5.0,1,6,112489.25,11,0.0,Churn,0,0,0,0.0,120463.5047,54756.1385,ubdf_app_baz,1764082518,202510
1-3-8963-28601,202510,6,4927,1079,0,0,,,,,,,,,,,0,0,0,0,,,,,4228.0,2197.0,4228.0,,0.0,,,,2.0,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,2197.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,0.0,,0,9,0.0,0,0.0,Churn,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-9814-126392,202510,2,1381,1214,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1764082518,202510
1-16-1156-925835,202511,2,1373,295,45,45,0.0,309.0,0.0,0.0,,0.0,,,,,1,1,1,1,,,5.71,,13016.46,0.0,13016.46,,0.01,0.0,0.0,,4.0,0.0,0.0,,4987.633,0.0,1002.403387,1208.439268,0.01,8264.0,428.01,589.01,,502.85983333,296.19173333,5.71,,,8.312640976248161,,0,0,0,1,0.0,1,0.0,NULL,11950.0,0.0,,309.0,,0.0,0,18446.0,,,7.0,,1,9,18327.0,62,8264.0,Leal,0,0,1,0.0,,,ubdf_app_baz,1767398792,202511
1-9-744-3167,202510,1,6666,1757,119,119,0.0,352.259524,2.0,1.0,12.0,3238.52678333,,,35.0,13498.68,1,1,1,1,,,1657.9016,,,,,,0.33,70347.06,110132.92,SERVICIOS,4.0,0.0,12.0,11.0,943.989,0.0,1597.667227,1000.102935,0.33,95009.59,48110.74,75292.62,,2289.41571667,2194.48086667,,5050.983,8292.148,21.416504538945347,,10,10,10,72,,1,1540.0,NULL,171809.93,15400.0,3,661.02725,03 QUINCENAL,0.0,0,50554.0,08 PORTABILIDAD CUENTA NOMINA,13.0,,5.0,1,6,19566.73,339,95009.59,Leal,1,0,1,1540.0,5556.081300000001,2525.4915,ubdf_app_baz,1764082518,202510
1-1-2697-79862,202511,2,1005,1004,0,0,,,0.0,1.0,0.0,0.01,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.03,0.06,,0.01,0.00857143,,0.01,0.01,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,0.0,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.011000000000000001,0.005,ubdf_app_baz,1767398792,202511
1-1-8757-1515895,202511,2,1973,1461,64,64,,,0.0,1.0,3.0,7.28,,N4,,,0,0,0,1,1.0,0.0,,,,,,,0.0,0.0,0.0,,1.0,,0.0,1.0,23381.133,,137.933333,20.0,0.0,20.0,43.68,87.36,11.40179474,7.28,6.24,,13.459,18.613,,,0,0,0,0,,1,0.0,NULL,1349.0,0.0,3,135.4725,,0.0,0,0.0,,0.0,,,0,6,0.0,15,20.0,Leal,0,0,0,0.0,14.8049,6.7295,ubdf_app_baz,1767398792,202511
1-1-4613-4557,202510,3,0,0,0,0,,,,,,,5. 3 a 4 anios,,,,0,0,0,0,,,,0.0,,,,17769.0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-8757-1656066,202510,7,1942,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-4543-128260,202510,2,2404,2404,79,79,,,0.3333333333333333,1.3333333333333333,10.0,13927.43531667,7. 5 o mas anios,,,,0,1,1,1,,,12748.511,0.0,,,,3128.0,1.06,0.0,0.0,,2.0,,0.0,2.0,4687.199,,1310.582105,231.295,1.06,500.0,86055.94,170923.78,,14281.72086667,8356.46119,,13224.941,13255.904,0.8366600265340756,0.0,2,2,2,2,,1,4000.0,NULL,9350.0,8000.0,3,0.0,,0.0,0,0.0,,1.0,,5.0,1,6,14826.11,19,500.0,Leal,1,0,1,4000.0,14547.435100000002,6612.4705,ubdf_app_baz,1764082518,202510
1-1-4078-8239,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,40746.0,4700.0,40746.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,25864.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,0.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-3052-62215,202510,2,4375,2633,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1764082518,202510
1-1-2092-18537,202511,6,7220,2291,0,0,,,0.0,1.0,,0.0,,,,,0,0,0,0,,,,,78584.0,8108.0,78584.0,,0.0,0.0,0.0,,2.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0,0,0,0,42204.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,0.0,,0,9,0.0,0,0.0,Churn,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-8757-1801506,202511,2,1971,480,64,64,0.0,0.0,1.6666666666666667,1.0,12.0,313.70163333,,N4,,,1,1,0,1,1.0,0.0,152.9333,,0.0,0.0,0.0,,0.02,0.0,0.0,,2.0,0.0,0.0,11.0,2711.736,0.0,531.884099,362.386759,0.02,6807.3,612.0,3864.31,376.737975,392.5768,313.70163333,374.151,395.641,374.151,11.326958991715296,,3,3,3,15,0.0,1,516.6666667,NULL,5900.66,1550.0,3,291.3825,,0.0,0,12619.39,,11.0,,1.0,1,6,2972.84,161,6807.3,Leal,1,0,1,516.6666667,435.2051000000001,197.8205,ubdf_app_baz,1767398792,202511
1-1-8757-2902023,202511,7,1927,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-6800-15925,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,12.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-1135-179157,202511,2,2872,2564,94,94,31.715238,0.0,1.8333333333333333,3.0,12.0,1512.86461667,,,,,1,1,1,1,,,146.5933,,30251.56,0.0,30251.56,,0.13,0.0,0.0,,3.0,6.0,0.0,3.0,637.417,0.0,1000.976786,568.838367,0.13,14043.0,5415.45,9473.61,,678.12055833,378.74115417,1623.8463,1072.557,1621.746,9.266426855410163,,0,0,0,24,26709.06,1,0.0,NULL,101629.27,0.0,3,422.78375,,0.0,0,4980.0,,10.0,2.0,4.0,1,6,8584.15,112,14043.0,Leal,0,0,1,0.0,1179.8127000000002,536.2785,ubdf_app_baz,1767398792,202511
1-20-2320-8044,202511,2,1164,1164,38,38,6.5,0.0,0.6666666666666666,1.0,2.0,25836.9469,,,,,0,1,1,1,,,16743.218,,811.44,811.44,811.44,,3.0,0.0,0.0,,1.0,2.0,0.0,2.0,56254.467,0.0,0.25,0.196667,3.0,0.0,134908.38,306578.16,,22899.60636667,25836.9469,16743.218,27431.731,16743.218,8.01040989379861,,10,10,10,28,811.44,0,450.0,NULL,0.0,4500.0,3,168.5288889,,0.0,0,0.0,,10.0,0.0,6.0,1,6,23564.32,12,0.0,Esporadico,1,0,0,450.0,30174.904100000003,13715.8655,ubdf_app_baz,1767398792,202511
1-1-8138-97186,202511,2,2156,2156,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1767398792,202511
1-39-2679-11149,202510,2,2982,1513,0,0,,,0.0,1.0,0.0,159.3,,,,,0,0,0,0,,,159.3,,,,,,0.0,0.0,0.0,,1.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,477.9,955.8,,159.3,159.3,,159.3,159.3,0.0,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,175.23000000000002,79.65,ubdf_app_baz,1764082518,202510
1-1-9650-73863,202510,2,4624,1413,130,130,0.0,929.63,0.16666666666666666,1.0,7.0,4298.04008333,7. 5 o mas anios,,,,0,1,1,1,,,507.9245,0.0,375924.06,0.0,375924.06,3280.0,0.22,0.0,0.0,,3.0,0.0,0.0,2.0,5145.649,0.0,2003.697949,2439.573571,0.22,20300.0,4180.72,26439.14,,601.35193333,1854.15003571,507.9245,2318.279,479.615,1.632993161855452,0.0,0,0,0,22,159148.84,1,0.0,NULL,24300.0,0.0,3,753.595,,0.0,0,7354.0,,1.0,3.0,5.0,1,6,29743.97,39,20300.0,Leal,0,0,1,0.0,2550.1069,1159.1395,ubdf_app_baz,1764082518,202510
1-1-2218-123480,202510,2,370,370,12,12,,,0.0,1.0,12.0,1119.25285,,,,,0,1,1,1,,,318.7574,,452194.9,7608.71,452194.9,,0.1,0.0,0.0,,3.0,,0.0,,2736.072,,2372.685227,1066.703333,0.1,0.0,3600.74,3602.41,,913.5324,1119.25285,6746.3019,1569.776,6746.302,2.0976176963403033,,0,0,0,0,112902.43,1,0.0,NULL,0.0,0.0,3,0.0,,0.0,0,6400.2,,,0.0,4.0,1,6,7700.1,44,0.0,Leal,0,1,1,0.0,1726.7536000000002,784.888,ubdf_app_baz,1764082518,202510
1-1-8152-82995,202511,2,2371,1448,77,0,,,0.0,1.0,0.0,0.01,,,,,0,0,0,0,,,,,218856.73,66152.5,218856.73,,0.0,0.0,0.0,,1.0,,0.0,,0.0,,0.84,0.0,0.0,0.0,0.06,0.12,,0.01,0.01,0.01,0.033,0.01,,,0,0,0,0,100459.12,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,0.0,,0,6,0.0,2,0.0,Churn,0,1,0,0.0,0.036300000000000006,0.0165,ubdf_app_baz,1767398792,202511
1-1-116-149394,202510,2,2294,2294,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.06,0.12,,0.01,0.01,,0.01,0.01,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.011000000000000001,0.005,ubdf_app_baz,1764082518,202510
1-1-6544-93634,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,10030.0,0.0,10030.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,2010.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,5.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-8757-1222212,202511,7,1976,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-2451-107959,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,46257.23,924.11,46257.23,,0.0,,,,2.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,46257.23,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,0.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-9603-154908,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-1973-69450,202511,6,4182,1858,0,0,,,0.0,0.0,,0.0,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,Churn,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
